Netlist file: net.in   Architecture file: arch.in
Array size: 92 x 92 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
[891]		75	82	0	#941
[1090]		85	86	0	#942
[649]		79	85	0	#943
[652]		87	80	0	#944
n_n4481		61	84	0	#945
[250]		84	11	0	#946
[243]		56	72	0	#947
[898]		28	92	0	#948
[1000]		9	89	0	#949
n_n2404		36	92	0	#950
[820]		39	82	0	#951
[841]		37	73	0	#952
[1248]		38	87	0	#953
nv9082		8	83	0	#954
n_n2280		8	81	0	#955
n_n1329		31	79	0	#956
[1104]		14	85	0	#957
n_n2229		14	84	0	#958
[771]		6	86	0	#959
[934]		37	89	0	#960
nv9050		14	80	0	#961
n_n2143		6	83	0	#962
[1250]		7	81	0	#963
[1196]		36	77	0	#964
n_n1891		1	86	0	#965
[1212]		4	85	0	#966
n_n1410		2	85	0	#967
[835]		2	88	0	#968
n_n1394		2	80	0	#969
n_n1858		3	82	0	#970
[836]		4	87	0	#971
[242]		10	91	0	#972
[974]		19	82	0	#973
n_n12782	31	70	0	#974
nv658		32	63	0	#975
[1310]		32	64	0	#976
nv1052		33	63	0	#977
nv764		30	64	0	#978
[1070]		28	64	0	#979
n_n10809	9	20	0	#980
nv2602		5	7	0	#981
nv2694		5	5	0	#982
nv2276		5	15	0	#983
nv2220		7	19	0	#984
nv2641		11	6	0	#985
n_n10412	9	15	0	#986
[219]		42	29	0	#987
[303]		10	25	0	#988
[313]		16	27	0	#989
[572]		14	32	0	#990
[697]		32	67	0	#991
[953]		14	30	0	#992
[432]		18	33	0	#993
[983]		16	32	0	#994
[1043]		11	29	0	#995
[1080]		10	29	0	#996
n_n10795	19	11	0	#997
[1188]		16	3	0	#998
[794]		15	33	0	#999
n_n10796	23	8	0	#1000
[1013]		16	5	0	#1001
[1195]		6	8	0	#1002
[885]		10	7	0	#1003
nv2430		18	26	0	#1004
[1186]		4	16	0	#1005
n_n9177		46	17	0	#1006
n_n7913		51	20	0	#1007
n_n7877		55	16	0	#1008
n_n7893		56	13	0	#1009
[329]		58	9	0	#1010
[460]		74	17	0	#1011
[1003]		61	24	0	#1012
[475]		43	32	0	#1013
[611]		66	49	0	#1014
[505]		72	17	0	#1015
nv4389		69	18	0	#1016
[502]		70	15	0	#1017
[198]		84	30	0	#1018
[449]		81	22	0	#1019
[185]		82	89	0	#1020
[850]		72	19	0	#1021
n_n8956		52	11	0	#1022
n_n9157		52	10	0	#1023
[187]		55	34	0	#1024
[372]		57	36	0	#1025
[960]		54	26	0	#1026
[442]		57	35	0	#1027
[393]		32	40	0	#1028
nv5283		72	38	0	#1029
n_n6749		69	38	0	#1030
[424]		68	40	0	#1031
[1284]		71	35	0	#1032
n_n5908		71	34	0	#1033
n_n5604		57	83	0	#1034
[276]		67	57	0	#1035
[906]		54	68	0	#1036
[963]		67	60	0	#1037
[1298]		60	73	0	#1038
[1311]		67	69	0	#1039
[527]		80	69	0	#1040
nv7043		71	70	0	#1041
[672]		84	68	0	#1042
[832]		90	48	0	#1043
[734]		83	53	0	#1044
[1306]		83	55	0	#1045
nv6797		69	76	0	#1046
[1068]		45	89	0	#1047
[1123]		44	91	0	#1048
[465]		48	89	0	#1049
[798]		52	89	0	#1050
[468]		52	88	0	#1051
[385]		70	79	0	#1052
[507]		48	71	0	#1053
[1011]		50	68	0	#1054
[912]		79	55	0	#1055
nv8350		77	60	0	#1056
n_n2546		74	90	0	#1057
[337]		75	90	0	#1058
nv6886		80	74	0	#1059
[409]		37	86	0	#1060
n_n2452		36	89	0	#1061
[1249]		39	87	0	#1062
n_n5799		39	89	0	#1063
n_n2226		36	70	0	#1064
n_n1395		11	85	0	#1065
nv9297		24	87	0	#1066
n_n1859		13	83	0	#1067
n_n1558		27	89	0	#1068
n_n1229		21	81	0	#1069
[239]		42	60	0	#1070
nv683		35	65	0	#1071
nv1009		34	62	0	#1072
nv679		36	64	0	#1073
[1057]		38	65	0	#1074
nv1073		34	63	0	#1075
[617]		35	45	0	#1076
[843]		33	75	0	#1077
[1293]		41	68	0	#1078
[1014]		29	61	0	#1079
[1108]		24	42	0	#1080
nv821		22	65	0	#1081
nv817		22	62	0	#1082
[1318]		21	64	0	#1083
[887]		2	7	0	#1084
[338]		72	35	0	#1085
nv6146		72	39	0	#1086
nv5862		70	37	0	#1087
[339]		68	35	0	#1088
[555]		66	41	0	#1089
nv6124		62	41	0	#1090
n_n7400		79	27	0	#1091
[793]		66	48	0	#1092
[833]		44	48	0	#1093
[964]		81	34	0	#1094
[1316]		78	43	0	#1095
n_n8112		74	28	0	#1096
[330]		59	42	0	#1097
[359]		65	48	0	#1098
[401]		68	47	0	#1099
[914]		57	40	0	#1100
[838]		58	42	0	#1101
[1303]		39	34	0	#1102
nv6104		64	40	0	#1103
nv6110		65	41	0	#1104
n_n6711		72	26	0	#1105
[684]		62	40	0	#1106
[1256]		72	9	0	#1107
nv6289		70	38	0	#1108
[334]		71	32	0	#1109
[574]		64	44	0	#1110
[1283]		91	13	0	#1111
[1328]		68	48	0	#1112
[871]		39	16	0	#1113
[928]		49	23	0	#1114
nv6851		70	77	0	#1115
[204]		58	44	0	#1116
[529]		85	54	0	#1117
[1096]		92	36	0	#1118
[1102]		91	41	0	#1119
[446]		72	73	0	#1120
[640]		80	65	0	#1121
[657]		82	63	0	#1122
[1035]		73	79	0	#1123
[1340]		26	15	0	#1124
[915]		53	41	0	#1125
[685]		49	88	0	#1126
[447]		68	80	0	#1127
[528]		72	82	0	#1128
n_n1341		31	80	0	#1129
n_n1427		11	86	0	#1130
n_n1908		10	85	0	#1131
n_n1426		2	90	0	#1132
[783]		1	91	0	#1133
n_n1907		3	88	0	#1134
n_n1905		23	81	0	#1135
n_n1494		5	89	0	#1136
n_n1219		17	78	0	#1137
n_n1495		15	90	0	#1138
[975]		19	85	0	#1139
n_n1491		16	71	0	#1140
[948]		54	55	0	#1141
[714]		24	46	0	#1142
nv1291		25	46	0	#1143
nv779		25	64	0	#1144
[1282]		25	65	0	#1145
nv1183		30	62	0	#1146
nv1226		27	64	0	#1147
nv1205		26	64	0	#1148
nv1270		24	62	0	#1149
nv835		24	63	0	#1150
nv1249		23	62	0	#1151
[1112]		23	63	0	#1152
nv783		25	67	0	#1153
[586]		41	33	0	#1154
[614]		73	61	0	#1155
[1071]		38	39	0	#1156
[1210]		15	43	0	#1157
nv997		24	39	0	#1158
[1058]		3	64	0	#1159
[1066]		42	55	0	#1160
[1183]		4	9	0	#1161
[886]		16	4	0	#1162
[883]		5	6	0	#1163
n_n8968		46	16	0	#1164
nv4327		72	12	0	#1165
n_n4697		75	63	0	#1166
[1150]		64	66	0	#1167
n_n4834		69	71	0	#1168
n_n4934		64	75	0	#1169
[1091]		46	70	0	#1170
n_n5328		74	79	0	#1171
[371]		50	72	0	#1172
[433]		50	71	0	#1173
[585]		51	76	0	#1174
[1291]		47	77	0	#1175
[899]		67	76	0	#1176
[1206]		65	69	0	#1177
n_n5713		54	84	0	#1178
[273]		59	57	0	#1179
[959]		56	64	0	#1180
[1285]		56	66	0	#1181
[1326]		63	70	0	#1182
[422]		72	45	0	#1183
[597]		71	54	0	#1184
[921]		71	47	0	#1185
[837]		70	52	0	#1186
nv8777		75	86	0	#1187
n_n1311		27	87	0	#1188
nv9262		21	89	0	#1189
n_n2097		26	83	0	#1190
n_n2009		5	88	0	#1191
n_n2010		17	83	0	#1192
n_n2007		25	70	0	#1193
n_n1301		24	78	0	#1194
nv1556		14	62	0	#1195
nv1577		16	63	0	#1196
[1045]		6	45	0	#1197
[1073]		3	59	0	#1198
nv1403		14	63	0	#1199
[248]		72	54	0	#1200
[575]		64	52	0	#1201
[739]		62	72	0	#1202
[1016]		88	42	0	#1203
[1093]		88	45	0	#1204
[1094]		80	27	0	#1205
[1120]		88	43	0	#1206
[962]		61	59	0	#1207
n_n4096		70	60	0	#1208
[918]		67	72	0	#1209
[1297]		69	70	0	#1210
[1320]		61	74	0	#1211
n_n1347		33	87	0	#1212
n_n1173		32	85	0	#1213
n_n1351		34	86	0	#1214
[1275]		36	78	0	#1215
n_n1335		31	81	0	#1216
[863]		35	89	0	#1217
[349]		39	85	0	#1218
n_n1423		10	67	0	#1219
n_n1207		11	80	0	#1220
[878]		20	85	0	#1221
nv899		20	63	0	#1222
[1033]		15	65	0	#1223
nv1380		17	64	0	#1224
[943]		29	68	0	#1225
nv2290		24	15	0	#1226
nv2411		23	24	0	#1227
[200]		20	26	0	#1228
[916]		22	31	0	#1229
[1348]		27	20	0	#1230
[486]		27	14	0	#1231
[687]		28	12	0	#1232
[162]		20	33	0	#1233
[968]		22	24	0	#1234
[1128]		22	19	0	#1235
[492]		38	17	0	#1236
[375]		75	34	0	#1237
nv4630		74	18	0	#1238
[390]		40	88	0	#1239
[592]		47	89	0	#1240
n_n1462		4	83	0	#1241
n_n1463		13	89	0	#1242
[972]		23	73	0	#1243
[997]		20	75	0	#1244
[971]		9	77	0	#1245
[1262]		21	74	0	#1246
n_n1277		17	74	0	#1247
n_n1555		22	79	0	#1248
n_n1528		28	89	0	#1249
[695]		8	78	0	#1250
[970]		13	76	0	#1251
[995]		4	74	0	#1252
[328]		40	71	0	#1253
n_n6828		88	26	0	#1254
[306]		73	20	0	#1255
[1200]		50	84	0	#1256
[230]		39	45	0	#1257
[913]		43	53	0	#1258
[1324]		41	50	0	#1259
[1327]		44	73	0	#1260
[691]		51	79	0	#1261
[707]		53	82	0	#1262
[1198]		49	83	0	#1263
[463]		50	89	0	#1264
[351]		47	78	0	#1265
[727]		54	74	0	#1266
[1352]		54	58	0	#1267
[1213]		30	78	0	#1268
n_n1289		25	81	0	#1269
n_n1824		6	80	0	#1270
n_n1823		2	78	0	#1271
n_n1269		30	81	0	#1272
n_n1783		29	80	0	#1273
[1264]		4	39	0	#1274
[1126]		3	39	0	#1275
n_n11474	14	56	0	#1276
nv1490		14	61	0	#1277
nv1359		18	64	0	#1278
n_n4541		66	62	0	#1279
n_n4542		67	65	0	#1280
[732]		81	60	0	#1281
[1337]		82	61	0	#1282
[1079]		86	36	0	#1283
[1083]		89	42	0	#1284
[926]		9	29	0	#1285
n_n11833	7	59	0	#1286
n_n11836	9	54	0	#1287
[368]		1	57	0	#1288
[376]		18	50	0	#1289
[343]		27	41	0	#1290
[812]		25	38	0	#1291
[813]		29	38	0	#1292
n_n12641	17	58	0	#1293
[947]		11	48	0	#1294
[1030]		10	57	0	#1295
nv4575		74	12	0	#1296
[740]		63	72	0	#1297
[957]		62	54	0	#1298
[722]		5	44	0	#1299
n_n9515		20	8	0	#1300
[903]		26	20	0	#1301
n_n9516		25	4	0	#1302
[443]		51	77	0	#1303
[754]		49	72	0	#1304
n_n11295	21	12	0	#1305
[694]		34	27	0	#1306
nv3202		27	26	0	#1307
n_n9647		27	25	0	#1308
[723]		29	33	0	#1309
[852]		22	17	0	#1310
[933]		28	24	0	#1311
nv4648		80	26	0	#1312
[1178]		63	21	0	#1313
n_n8343		64	12	0	#1314
n_n7001		89	24	0	#1315
n_n6410		68	34	0	#1316
[599]		65	40	0	#1317
[391]		71	15	0	#1318
[780]		4	91	0	#1319
[1211]		6	92	0	#1320
n_n1992		3	87	0	#1321
[1263]		33	74	0	#1322
nv10174		69	50	0	#1323
nv10178		61	49	0	#1324
nv10237		52	47	0	#1325
[980]		55	53	0	#1326
nv10173		55	50	0	#1327
nv10222		59	44	0	#1328
nv10162		53	45	0	#1329
nv10187		68	45	0	#1330
[493]		59	48	0	#1331
[628]		61	45	0	#1332
[764]		53	56	0	#1333
[868]		54	42	0	#1334
n_n983		56	50	0	#1335
[480]		55	48	0	#1336
[1277]		53	53	0	#1337
[499]		79	45	0	#1338
nv10252		60	54	0	#1339
nv4641		82	29	0	#1340
[535]		83	29	0	#1341
n_n1478		3	85	0	#1342
n_n806		50	57	0	#1343
[965]		80	32	0	#1344
n_n7239		89	27	0	#1345
[188]		74	38	0	#1346
[280]		78	38	0	#1347
[373]		76	38	0	#1348
[440]		81	38	0	#1349
[159]		22	33	0	#1350
p__cmx0ad_11	87	92	0	#1351
p__cmx0ad_33	39	92	0	#1352
p__cmx0ad_10	92	92	0	#1353
p__cmx0ad_32	2	1	0	#1354
p__cmx1ad_8	92	3	0	#1355
p__cmx0ad_35	3	1	0	#1356
p__cmx0ad_34	90	1	0	#1357
p__cmxcl_0	45	76	0	#1358
p__cmxcl_1	46	76	0	#1359
p__cmx0ad_8	92	40	0	#1360
p__cmx1ad_34	1	34	0	#1361
p__cmx1ad_35	1	37	0	#1362
p__cmx1ad_32	1	5	0	#1363
p__cmx1ad_33	6	1	0	#1364
p__cmx1ad_10	91	92	0	#1365
p__cmx1ad_11	92	38	0	#1366
[168]		45	55	0	#1367
[283]		44	65	0	#1368
[285]		43	65	0	#1369
[362]		43	59	0	#1370
[367]		52	55	0	#1371
[410]		41	56	0	#1372
[430]		47	60	0	#1373
[445]		44	62	0	#1374
[469]		43	63	0	#1375
[470]		44	63	0	#1376
[479]		47	57	0	#1377
[494]		47	56	0	#1378
[497]		46	69	0	#1379
[511]		48	69	0	#1380
[515]		50	58	0	#1381
[518]		43	56	0	#1382
[520]		43	55	0	#1383
[521]		41	57	0	#1384
[538]		41	59	0	#1385
[539]		44	57	0	#1386
[541]		42	58	0	#1387
[542]		5	68	0	#1388
[544]		7	78	0	#1389
[548]		11	77	0	#1390
[550]		5	67	0	#1391
[551]		4	69	0	#1392
[552]		2	70	0	#1393
[558]		20	76	0	#1394
[559]		42	74	0	#1395
[561]		10	68	0	#1396
[562]		11	78	0	#1397
[563]		13	77	0	#1398
[565]		10	79	0	#1399
[566]		12	76	0	#1400
[568]		16	70	0	#1401
[570]		15	79	0	#1402
[603]		16	77	0	#1403
[609]		22	77	0	#1404
[624]		30	71	0	#1405
[629]		20	73	0	#1406
[651]		14	69	0	#1407
[709]		7	76	0	#1408
[710]		13	73	0	#1409
[724]		17	76	0	#1410
[741]		21	76	0	#1411
[823]		28	71	0	#1412
[825]		32	80	0	#1413
[879]		28	73	0	#1414
[888]		20	79	0	#1415
[894]		24	74	0	#1416
[925]		27	77	0	#1417
[931]		24	76	0	#1418
[932]		3	72	0	#1419
[938]		24	68	0	#1420
[939]		19	77	0	#1421
[944]		23	71	0	#1422
[945]		23	80	0	#1423
[955]		5	75	0	#1424
[956]		26	70	0	#1425
[961]		25	78	0	#1426
[967]		22	72	0	#1427
[969]		31	73	0	#1428
[982]		20	71	0	#1429
[1001]		40	70	0	#1430
[1004]		33	76	0	#1431
[1040]		42	75	0	#1432
[1042]		34	77	0	#1433
[1054]		43	74	0	#1434
[1136]		17	72	0	#1435
[1137]		37	74	0	#1436
[1141]		37	80	0	#1437
[1143]		38	70	0	#1438
[1145]		39	79	0	#1439
[1148]		40	76	0	#1440
[1154]		40	80	0	#1441
[1155]		36	72	0	#1442
[1156]		36	76	0	#1443
[1157]		33	79	0	#1444
[1159]		34	72	0	#1445
[1160]		23	72	0	#1446
[1164]		35	74	0	#1447
[1166]		8	76	0	#1448
[1167]		10	78	0	#1449
[1168]		7	75	0	#1450
[1169]		8	71	0	#1451
[1170]		13	74	0	#1452
[1172]		9	73	0	#1453
[1174]		21	75	0	#1454
[1175]		11	72	0	#1455
[1176]		10	70	0	#1456
[1191]		19	75	0	#1457
[1201]		41	58	0	#1458
[1202]		25	75	0	#1459
[1207]		18	75	0	#1460
[1209]		21	78	0	#1461
[1214]		32	78	0	#1462
[1215]		24	80	0	#1463
[1216]		30	76	0	#1464
[1218]		27	73	0	#1465
[1221]		25	76	0	#1466
[1223]		32	71	0	#1467
[1225]		38	76	0	#1468
[1228]		26	79	0	#1469
[1232]		43	77	0	#1470
[1233]		41	81	0	#1471
[1235]		37	78	0	#1472
[1236]		36	75	0	#1473
[1237]		38	77	0	#1474
[1238]		35	72	0	#1475
[1240]		38	78	0	#1476
[1251]		36	73	0	#1477
[1254]		39	72	0	#1478
[1258]		35	71	0	#1479
[1270]		1	69	0	#1480
[1273]		15	78	0	#1481
[1353]		28	78	0	#1482
[1357]		9	68	0	#1483
[1358]		12	70	0	#1484
[1360]		14	71	0	#1485
[1361]		9	76	0	#1486
[1362]		6	75	0	#1487
[1363]		14	76	0	#1488
[1364]		13	72	0	#1489
[1365]		18	76	0	#1490
[1366]		19	78	0	#1491
[1367]		13	70	0	#1492
[1371]		12	71	0	#1493
[1374]		3	74	0	#1494
[1376]		4	78	0	#1495
[1380]		1	80	0	#1496
[1382]		13	78	0	#1497
[1384]		12	68	0	#1498
[1385]		18	80	0	#1499
[1391]		7	70	0	#1500
[1394]		7	69	0	#1501
[1395]		8	80	0	#1502
[1397]		28	88	0	#1503
[1398]		12	69	0	#1504
[1400]		27	88	0	#1505
[1403]		27	86	0	#1506
[1404]		26	78	0	#1507
[1406]		28	87	0	#1508
[1407]		29	88	0	#1509
[1408]		25	88	0	#1510
[1416]		23	79	0	#1511
[1417]		23	84	0	#1512
[1424]		28	85	0	#1513
[1426]		22	87	0	#1514
[1431]		5	66	0	#1515
[1432]		12	66	0	#1516
[1433]		4	67	0	#1517
[1434]		15	67	0	#1518
[1438]		14	78	0	#1519
[1439]		16	75	0	#1520
[1440]		13	67	0	#1521
[1442]		1	68	0	#1522
[1444]		22	76	0	#1523
[1447]		22	73	0	#1524
[1448]		22	74	0	#1525
[1454]		29	71	0	#1526
[1458]		32	91	0	#1527
[1463]		2	69	0	#1528
[1465]		3	79	0	#1529
[1466]		5	76	0	#1530
[1467]		2	72	0	#1531
[1471]		8	77	0	#1532
[1473]		7	68	0	#1533
[1474]		19	79	0	#1534
[1479]		21	82	0	#1535
[1482]		7	67	0	#1536
[1484]		6	74	0	#1537
[1485]		7	66	0	#1538
[1486]		6	78	0	#1539
[1492]		28	84	0	#1540
[1493]		29	79	0	#1541
[1494]		30	82	0	#1542
[1498]		29	84	0	#1543
[1501]		32	89	0	#1544
[1502]		29	86	0	#1545
[1516]		16	68	0	#1546
[1517]		19	84	0	#1547
[1518]		18	87	0	#1548
[1519]		7	86	0	#1549
[1535]		11	67	0	#1550
[1536]		20	84	0	#1551
[1537]		12	86	0	#1552
[1538]		9	87	0	#1553
[1542]		15	70	0	#1554
[1543]		19	80	0	#1555
[1547]		24	67	0	#1556
[1548]		30	68	0	#1557
[1549]		31	74	0	#1558
[1550]		26	71	0	#1559
[1551]		32	79	0	#1560
[1552]		29	76	0	#1561
[1553]		28	74	0	#1562
[1554]		25	73	0	#1563
[1555]		26	77	0	#1564
[1556]		27	76	0	#1565
[1557]		31	71	0	#1566
[1563]		20	74	0	#1567
[1566]		5	77	0	#1568
[1567]		2	77	0	#1569
[1569]		3	81	0	#1570
[1571]		23	76	0	#1571
[1574]		23	68	0	#1572
[1575]		33	82	0	#1573
[1578]		2	81	0	#1574
[1579]		3	84	0	#1575
[1580]		1	81	0	#1576
[1585]		2	84	0	#1577
[1602]		11	87	0	#1578
[1604]		13	87	0	#1579
[1606]		11	91	0	#1580
[1607]		12	87	0	#1581
[1608]		23	70	0	#1582
[1610]		24	70	0	#1583
[1622]		31	88	0	#1584
[1623]		30	70	0	#1585
[1625]		32	88	0	#1586
[1626]		30	88	0	#1587
[1627]		31	89	0	#1588
[1628]		34	87	0	#1589
[1629]		31	77	0	#1590
[1631]		29	91	0	#1591
[1634]		24	88	0	#1592
[1636]		23	88	0	#1593
[1642]		24	81	0	#1594
[1643]		22	82	0	#1595
[1647]		35	82	0	#1596
[1648]		22	66	0	#1597
[1649]		26	82	0	#1598
[1651]		24	82	0	#1599
[1660]		7	82	0	#1600
[1662]		39	83	0	#1601
[1663]		27	71	0	#1602
[1664]		22	83	0	#1603
[1665]		7	83	0	#1604
[1666]		14	83	0	#1605
[1667]		4	82	0	#1606
[1668]		1	85	0	#1607
[1669]		5	83	0	#1608
[1671]		40	69	0	#1609
[1672]		39	73	0	#1610
[1673]		42	71	0	#1611
[1674]		38	69	0	#1612
[1676]		41	80	0	#1613
[1677]		42	76	0	#1614
[1678]		39	78	0	#1615
[1680]		42	72	0	#1616
[1682]		35	75	0	#1617
[1683]		39	77	0	#1618
[1684]		37	76	0	#1619
[1686]		33	77	0	#1620
[1688]		34	74	0	#1621
[1689]		34	85	0	#1622
[1697]		36	91	0	#1623
[1698]		35	91	0	#1624
[1699]		35	83	0	#1625
[1700]		33	69	0	#1626
[1701]		33	88	0	#1627
[1705]		34	91	0	#1628
[1706]		37	92	0	#1629
[1708]		37	91	0	#1630
[1710]		30	91	0	#1631
[1718]		18	74	0	#1632
[1719]		32	75	0	#1633
[1720]		8	79	0	#1634
[1721]		17	79	0	#1635
[1726]		23	77	0	#1636
[1732]		35	81	0	#1637
[1735]		15	81	0	#1638
[1740]		15	92	0	#1639
[1742]		15	82	0	#1640
[1754]		40	86	0	#1641
[1756]		38	67	0	#1642
[1763]		37	79	0	#1643
[1765]		6	79	0	#1644
[1770]		2	79	0	#1645
[1772]		5	80	0	#1646
[1773]		8	85	0	#1647
[1777]		6	84	0	#1648
[1783]		41	74	0	#1649
[1784]		41	77	0	#1650
[1787]		27	82	0	#1651
[1791]		36	83	0	#1652
[1794]		40	82	0	#1653
[1798]		16	84	0	#1654
[1803]		15	91	0	#1655
[1805]		16	85	0	#1656
[1813]		9	88	0	#1657
[1827]		33	86	0	#1658
[1831]		35	84	0	#1659
[1832]		32	66	0	#1660
[1833]		33	84	0	#1661
[1835]		24	86	0	#1662
[1840]		7	87	0	#1663
[1845]		20	91	0	#1664
[1847]		19	91	0	#1665
[1848]		23	92	0	#1666
[1849]		19	86	0	#1667
[1853]		18	91	0	#1668
[1855]		20	89	0	#1669
[1860]		35	69	0	#1670
[1861]		36	74	0	#1671
[1866]		33	80	0	#1672
[1872]		38	90	0	#1673
[1873]		35	90	0	#1674
[1874]		35	70	0	#1675
[1875]		37	84	0	#1676
[1876]		34	88	0	#1677
[1878]		32	90	0	#1678
[1879]		36	90	0	#1679
[1881]		37	90	0	#1680
[1883]		30	90	0	#1681
[1886]		37	70	0	#1682
[1887]		37	83	0	#1683
[1890]		39	86	0	#1684
[1892]		25	91	0	#1685
[1893]		19	92	0	#1686
[1894]		26	92	0	#1687
[1895]		24	92	0	#1688
[1896]		18	81	0	#1689
[1901]		17	91	0	#1690
[1903]		24	89	0	#1691
[1924]		27	83	0	#1692
[1927]		27	67	0	#1693
[1928]		26	84	0	#1694
[1936]		21	88	0	#1695
[1938]		21	87	0	#1696
[1941]		29	90	0	#1697
[1951]		17	85	0	#1698
[1952]		25	72	0	#1699
[1953]		22	86	0	#1700
[1958]		25	69	0	#1701
[1959]		33	83	0	#1702
[1970]		40	83	0	#1703
[1974]		14	82	0	#1704
[1982]		7	77	0	#1705
[1983]		33	78	0	#1706
[1984]		5	82	0	#1707
[1986]		14	70	0	#1708
[1987]		20	83	0	#1709
[1992]		21	83	0	#1710
[1999]		12	89	0	#1711
[2001]		14	87	0	#1712
[2003]		12	88	0	#1713
[2004]		11	90	0	#1714
[2005]		22	88	0	#1715
[2010]		3	86	0	#1716
[2024]		11	69	0	#1717
[2025]		9	81	0	#1718
[2029]		11	66	0	#1719
[2030]		18	82	0	#1720
[2035]		21	85	0	#1721
[2040]		3	89	0	#1722
[2044]		1	89	0	#1723
[2045]		4	90	0	#1724
[2050]		10	87	0	#1725
[2052]		16	87	0	#1726
[2054]		10	90	0	#1727
[2055]		17	87	0	#1728
[2061]		17	73	0	#1729
[2062]		15	83	0	#1730
[2065]		27	80	0	#1731
[2066]		17	69	0	#1732
[2067]		18	83	0	#1733
[2072]		21	86	0	#1734
[2081]		14	90	0	#1735
[2083]		17	89	0	#1736
[2085]		16	89	0	#1737
[2086]		12	91	0	#1738
[2087]		19	87	0	#1739
[2101]		6	90	0	#1740
[2107]		6	89	0	#1741
[2108]		4	88	0	#1742
[2111]		45	68	0	#1743
[2112]		46	68	0	#1744
[2115]		45	67	0	#1745
[2116]		48	62	0	#1746
[2117]		47	64	0	#1747
[2118]		48	63	0	#1748
[2119]		78	61	0	#1749
[2120]		77	61	0	#1750
[2121]		72	60	0	#1751
[2122]		75	69	0	#1752
[2124]		76	60	0	#1753
[2126]		74	61	0	#1754
[2128]		80	48	0	#1755
[2129]		82	50	0	#1756
[2130]		80	50	0	#1757
[2133]		81	47	0	#1758
[2134]		75	50	0	#1759
[2137]		76	50	0	#1760
[2141]		85	59	0	#1761
[2143]		80	58	0	#1762
[2145]		74	55	0	#1763
[2148]		79	59	0	#1764
[2150]		68	60	0	#1765
[2151]		71	65	0	#1766
[2152]		65	79	0	#1767
[2153]		71	68	0	#1768
[2154]		66	59	0	#1769
[2159]		64	58	0	#1770
[2160]		63	62	0	#1771
[2165]		62	61	0	#1772
[2167]		58	68	0	#1773
[2168]		70	61	0	#1774
[2169]		64	59	0	#1775
[2173]		57	67	0	#1776
[2174]		65	57	0	#1777
[2175]		64	61	0	#1778
[2178]		62	67	0	#1779
[2181]		62	75	0	#1780
[2182]		60	69	0	#1781
[2184]		61	62	0	#1782
[2185]		61	80	0	#1783
[2187]		63	78	0	#1784
[2191]		62	62	0	#1785
[2193]		66	55	0	#1786
[2197]		61	58	0	#1787
[2199]		65	65	0	#1788
[2200]		63	63	0	#1789
[2201]		65	67	0	#1790
[2202]		61	70	0	#1791
[2204]		66	58	0	#1792
[2207]		65	70	0	#1793
[2208]		63	65	0	#1794
[2209]		65	58	0	#1795
[2210]		64	62	0	#1796
[2214]		61	57	0	#1797
[2215]		64	56	0	#1798
[2216]		64	57	0	#1799
[2217]		66	56	0	#1800
[2218]		66	57	0	#1801
[2220]		62	57	0	#1802
[2224]		68	58	0	#1803
[2225]		69	57	0	#1804
[2227]		89	53	0	#1805
[2228]		88	53	0	#1806
[2229]		88	50	0	#1807
[2230]		88	48	0	#1808
[2235]		87	54	0	#1809
[2236]		87	49	0	#1810
[2237]		83	51	0	#1811
[2238]		78	60	0	#1812
[2239]		86	62	0	#1813
[2240]		86	61	0	#1814
[2241]		88	57	0	#1815
[2243]		89	49	0	#1816
[2244]		90	50	0	#1817
[2245]		90	52	0	#1818
[2246]		91	52	0	#1819
[2250]		87	55	0	#1820
[2251]		86	49	0	#1821
[2253]		89	60	0	#1822
[2254]		89	55	0	#1823
[2255]		84	59	0	#1824
[2256]		88	59	0	#1825
[2257]		86	57	0	#1826
[2258]		85	58	0	#1827
[2259]		87	58	0	#1828
[2260]		79	60	0	#1829
[2261]		77	62	0	#1830
[2262]		90	62	0	#1831
[2263]		91	59	0	#1832
[2265]		89	69	0	#1833
[2266]		87	70	0	#1834
[2267]		90	61	0	#1835
[2268]		86	68	0	#1836
[2269]		89	59	0	#1837
[2270]		80	60	0	#1838
[2274]		84	66	0	#1839
[2275]		84	65	0	#1840
[2277]		84	60	0	#1841
[2278]		83	63	0	#1842
[2279]		80	61	0	#1843
[2285]		89	73	0	#1844
[2286]		90	64	0	#1845
[2288]		82	62	0	#1846
[2289]		88	61	0	#1847
[2290]		90	69	0	#1848
[2295]		46	72	0	#1849
[2298]		45	71	0	#1850
[2299]		55	68	0	#1851
[2300]		56	70	0	#1852
[2301]		67	71	0	#1853
[2302]		58	74	0	#1854
[2303]		55	71	0	#1855
[2304]		47	71	0	#1856
[2305]		47	59	0	#1857
[2306]		54	70	0	#1858
[2308]		78	62	0	#1859
[2310]		62	80	0	#1860
[2311]		62	77	0	#1861
[2313]		61	73	0	#1862
[2314]		61	79	0	#1863
[2317]		59	76	0	#1864
[2318]		65	77	0	#1865
[2319]		58	73	0	#1866
[2320]		57	70	0	#1867
[2321]		52	70	0	#1868
[2322]		53	67	0	#1869
[2323]		64	69	0	#1870
[2324]		53	68	0	#1871
[2325]		85	73	0	#1872
[2326]		86	75	0	#1873
[2327]		76	64	0	#1874
[2329]		90	75	0	#1875
[2330]		89	74	0	#1876
